Fraction	Pop	freq.before	replicate	Time	evolved	well	well2	measurement	cutof	max	time	red	wt	col	row	Treatment	freq.after	Group	Ade	Structure	sample	change	freq.rat	change.nrm
B	C3	0.489116517	2	AM	BOTTOM	C3	C03	27	3.632537922	3.8	0.023580597	1376	9291	3	C	AM	0.871004031	Allo	P	Allo	19	0.381887514	1.780770022	0.747504131
B	C3	0.489116517	4	AM	BOTTOM	C3	C03	219	2.812489036	3.8	0.018355927	1566	7143	3	C	AM	0.820186014	Allo	P	Allo	19	0.331069497	1.676872454	0.648033276
B	C3	0.489116517	5	AM	BOTTOM	C3	C03	507	3.05415504	3.788436943	0.016726404	1102	5090	3	C	AM	0.822028424	Allo	P	Allo	19	0.332911906	1.680639264	0.651639596
B	C3	0.489116517	1	AM	BOTTOM	C3	C03	27	3.423566666	3.8	0.030998283	2605	6364	3	C	AM	0.709555134	Allo	P	Allo	19	0.220438617	1.45068733	0.431485113
B	C4	0.543190378	3	AM	BOTTOM	C4	C04	28	3.751338307	3.8	0.027486558	91	11407	4	C	AM	0.99208558	LM	R	LM	3	0.448895202	1.826404923	0.982674577
B	C4	0.543190378	1	AM	BOTTOM	C4	C04	28	3.799928334	3.8	0.03338601	21	7132	4	C	AM	0.997064169	LM	R	LM	3	0.453873791	1.835570381	0.993573185
B	C4	0.543190378	4	AM	BOTTOM	C4	C04	220	3.098976462	3.8	0.018981733	209	10672	4	C	AM	0.980792207	LM	R	LM	3	0.437601829	1.805614103	0.957952301
B	C4	0.543190378	5	AM	BOTTOM	C4	C04	508	3.096690684	3.8	0.019506548	186	8461	4	C	AM	0.97848965	LM	R	LM	3	0.435299272	1.801375152	0.952911783
B	C4	0.543190378	2	AM	BOTTOM	C4	C04	28	3.799920494	3.8	0.018666312	31	13516	4	C	AM	0.99771167	LM	R	LM	3	0.454521293	1.836762416	0.994990628
B	C5	0.506055504	5	AM	BOTTOM	C5	C05	509	3.105576936	3.8	0.016288051	484	10939	5	C	AM	0.957629344	LM	P	LM	11	0.45157384	1.892340536	0.914219804
B	C5	0.506055504	4	AM	BOTTOM	C5	C05	221	3.062783916	3.779443622	0.016796441	649	9341	5	C	AM	0.935035035	LM	P	LM	11	0.428979531	1.847692649	0.868477196
B	C5	0.506055504	2	AM	BOTTOM	C5	C05	29	3.382312788	3.8	0.053253144	85	6841	5	C	AM	0.987727404	LM	P	LM	11	0.4816719	1.951816344	0.975153897
B	C5	0.506055504	1	AM	BOTTOM	C5	C05	29	3.736232153	3.8	0.025870014	378	12968	5	C	AM	0.971676907	LM	P	LM	11	0.465621403	1.920099473	0.942659361
B	C5	0.506055504	3	AM	BOTTOM	C5	C05	29	3.495092347	3.8	0.01974097	709	12388	5	C	AM	0.945865465	LM	P	LM	11	0.439809961	1.869094314	0.890403608
B	C6	0.751961195	5	AM	BOTTOM	C6	C06	510	3.066660277	3.8	0.008609178	836	26682	6	C	AM	0.969619885	P3R	R	LM	19	0.21765869	1.289454684	0.877518702
B	C6	0.751961195	3	AM	BOTTOM	C6	C06	30	3.096855631	3.8	0.021926523	302	11399	6	C	AM	0.97419024	P3R	R	LM	19	0.222229045	1.295532597	0.895944669
B	C6	0.751961195	2	AM	BOTTOM	C6	C06	30	3.201465982	3.8	0.021639417	341	10426	6	C	AM	0.968329154	P3R	R	LM	19	0.216367959	1.287738197	0.872314954
B	C6	0.751961195	1	AM	BOTTOM	C6	C06	30	3.315378407	3.8	0.012421298	584	19447	6	C	AM	0.97084519	P3R	R	LM	19	0.218883995	1.291084162	0.882458674
B	C6	0.751961195	4	AM	BOTTOM	C6	C06	222	3.125145712	3.8	0.007850834	1628	25394	6	C	AM	0.939752794	P3R	R	LM	19	0.187791599	1.249735758	0.757105724
B	C7	0.682921245	4	AM	BOTTOM	C7	C07	223	3.370895556	3.793557886	0.014078074	555	12696	7	C	AM	0.958116369	Para	P	Para	3	0.275195123	1.402967582	0.867907796
B	C7	0.682921245	3	AM	BOTTOM	C7	C07	31	3.630195403	3.8	0.020471785	390	13932	7	C	AM	0.972769166	Para	P	Para	3	0.289847921	1.42442364	0.914119652
B	C7	0.682921245	2	AM	BOTTOM	C7	C07	31	3.599950897	3.8	0.022173461	90	11698	7	C	AM	0.992365117	Para	P	Para	3	0.309443872	1.453117945	0.975921178
B	C7	0.682921245	1	AM	BOTTOM	C7	C07	31	3.602493078	3.8	0.022339165	182	11578	7	C	AM	0.98452381	Para	P	Para	3	0.301602564	1.441635937	0.951191336
B	C7	0.682921245	5	AM	BOTTOM	C7	C07	511	2.511329272	3.8	0.015131965	343	10513	7	C	AM	0.968404569	Para	P	Para	3	0.285483323	1.41803257	0.900354626
B	C8	0.60023334	5	AM	BOTTOM	C8	C08	512	3.650089612	3.8	0.020255739	193	11199	8	C	AM	0.983058287	Para	R	Para	11	0.382824946	1.637793539	0.957620994
B	C8	0.60023334	4	AM	BOTTOM	C8	C08	224	3.514365808	3.8	0.016660422	307	13997	8	C	AM	0.978537472	Para	R	Para	11	0.378304132	1.630261777	0.946312361
B	C8	0.60023334	3	AM	BOTTOM	C8	C08	32	3.510483252	3.8	0.0189545	149	15084	8	C	AM	0.990218604	Para	R	Para	11	0.389985264	1.649722763	0.975532238
B	C8	0.60023334	2	AM	BOTTOM	C8	C08	32	3.360926074	3.8	0.018117903	203	15862	8	C	AM	0.987363834	Para	R	Para	11	0.387130494	1.644966663	0.968391147
B	C8	0.60023334	1	AM	BOTTOM	C8	C08	32	3.368298958	3.8	0.025582578	184	11728	8	C	AM	0.984553392	Para	R	Para	11	0.384320051	1.640284412	0.961360939
B	C9	0.523851534	5	AM	BOTTOM	C9	C09	513	3.026619818	3.8	0.030178105	485	7467	9	C	AM	0.939009054	Para	P	Para	19	0.41515752	1.792509886	0.871907713
B	C9	0.523851534	4	AM	BOTTOM	C9	C09	225	2.86687177	3.8	0.019922417	1687	8147	9	C	AM	0.828452308	Para	P	Para	19	0.304600774	1.581463934	0.639718063
B	C9	0.523851534	3	AM	BOTTOM	C9	C09	33	3.730904734	3.8	0.020470343	1934	10928	9	C	AM	0.849634582	Para	P	Para	19	0.325783048	1.621899578	0.684204763
B	C9	0.523851534	2	AM	BOTTOM	C9	C09	33	3.661340518	3.8	0.022073669	1047	11617	9	C	AM	0.9173247	Para	P	Para	19	0.393473165	1.751115802	0.826366552
B	C9	0.523851534	1	AM	BOTTOM	C9	C09	33	3.733815136	3.8	0.021394943	2423	10615	9	C	AM	0.814158613	Para	P	Para	19	0.290307079	1.554178159	0.609698655
B	D1	0.712379653	5	AM	BOTTOM	D1	D01	517	2.680318116	3.277814957	0.015385584	931	10687	1	D	AM	0.919865726	Allo	R	Allo	4	0.207486073	1.291257719	0.721388715
B	D1	0.712379653	4	AM	BOTTOM	D1	D01	229	2.58915035	3.279181488	0.015645321	879	8879	1	D	AM	0.909920066	Allo	R	Allo	4	0.197540413	1.27729654	0.68680959
B	D1	0.712379653	3	AM	BOTTOM	D1	D01	37	3.414747119	3.8	0.019994298	540	13429	1	D	AM	0.961342974	Allo	R	Allo	4	0.248963321	1.349481235	0.865597039
B	D1	0.712379653	2	AM	BOTTOM	D1	D01	37	3.561067968	3.776302368	0.019167835	243	14396	1	D	AM	0.983400505	Allo	R	Allo	4	0.271020853	1.380444404	0.942286787
B	D1	0.712379653	1	AM	BOTTOM	D1	D01	37	3.721150241	3.8	0.018124532	329	14568	1	D	AM	0.977915016	Allo	R	Allo	4	0.265535364	1.372744172	0.923214808
B	D10	0.681348315	1	AM	BOTTOM	D10	D10	46	3.485280087	3.8	0.025870014	305	13214	10	D	AM	0.97743916	Sym	P	Sym	4	0.296090845	1.434566049	0.929199055
B	D10	0.681348315	5	AM	BOTTOM	D10	D10	526	3.107893638	3.8	0.014445362	546	13808	10	D	AM	0.961961822	Sym	P	Sym	4	0.280613508	1.4118503	0.880627722
B	D10	0.681348315	4	AM	BOTTOM	D10	D10	238	3.059390594	3.8	0.015032258	1108	13076	10	D	AM	0.921883813	Sym	P	Sym	4	0.240535498	1.353028683	0.754853996
B	D10	0.681348315	3	AM	BOTTOM	D10	D10	46	3.560011642	3.8	0.019071805	773	14185	10	D	AM	0.948321968	Sym	P	Sym	4	0.266973654	1.391831385	0.83782282
B	D10	0.681348315	2	AM	BOTTOM	D10	D10	46	3.525658347	3.8	0.014540113	916	20817	10	D	AM	0.957852114	Sym	P	Sym	4	0.2765038	1.405818571	0.867730542
B	D11	0.645899192	2	AM	BOTTOM	D11	D11	47	3.546949983	3.8	0.017104761	122	16978	11	D	AM	0.992865497	Sym	R	Sym	12	0.346966305	1.53718337	0.979851775
B	D11	0.645899192	5	AM	BOTTOM	D11	D11	527	2.663966708	3.8	0.017502855	268	15846	11	D	AM	0.983368499	Sym	R	Sym	12	0.337469307	1.522479841	0.953031735
B	D11	0.645899192	4	AM	BOTTOM	D11	D11	239	2.723303828	3.25612189	0.012739598	651	18083	11	D	AM	0.965250347	Sym	R	Sym	12	0.319351155	1.494428788	0.901865084
B	D11	0.645899192	3	AM	BOTTOM	D11	D11	47	3.476519394	3.8	0.01715921	112	17458	11	D	AM	0.993625498	Sym	R	Sym	12	0.347726306	1.538360026	0.981998059
B	D11	0.645899192	1	AM	BOTTOM	D11	D11	47	3.694160077	3.8	0.015490016	213	17181	11	D	AM	0.987754398	Sym	R	Sym	12	0.341855206	1.529270218	0.965417752
B	D12	0.643333988	3	AM	BOTTOM	D12	D12	48	3.591537434	3.8	0.018641847	502	13086	12	D	AM	0.963055637	Sym	P	Sym	20	0.31972165	1.496976152	0.896417485
B	D12	0.643333988	5	AM	BOTTOM	D12	D12	528	3.038100279	3.8	0.014404692	788	13257	12	D	AM	0.943894624	Sym	P	Sym	20	0.300560637	1.467192224	0.84269492
B	D12	0.643333988	4	AM	BOTTOM	D12	D12	240	2.691070339	3.770067022	0.015770968	661	12417	12	D	AM	0.949457104	Sym	P	Sym	20	0.306123116	1.475838556	0.858290684
B	D12	0.643333988	2	AM	BOTTOM	D12	D12	48	3.464877341	3.8	0.01732258	429	14576	12	D	AM	0.97140953	Sym	P	Sym	20	0.328075542	1.509961464	0.919839657
B	D12	0.643333988	1	AM	BOTTOM	D12	D12	48	3.463888827	3.568851254	0.016621677	211	11651	12	D	AM	0.982212106	Sym	P	Sym	20	0.338878118	1.526753015	0.950127308
B	D2	0.496641355	4	AM	BOTTOM	D2	D02	230	2.61416716	3.291791029	0.029180231	576	3197	2	D	AM	0.847336337	Allo	P	Allo	12	0.350694982	1.706133266	0.696709961
B	D2	0.496641355	1	AM	BOTTOM	D2	D02	38	3.740712843	3.8	0.033474463	126	5644	2	D	AM	0.978162912	Allo	P	Allo	12	0.481521556	1.969555901	0.956617238
B	D2	0.496641355	2	AM	BOTTOM	D2	D02	38	3.775416207	3.8	0.029260528	157	6356	2	D	AM	0.975894365	Allo	P	Allo	12	0.47925301	1.964988125	0.952110418
B	D2	0.496641355	5	AM	BOTTOM	D2	D02	518	2.557513164	3.277657777	0.027397706	283	3636	2	D	AM	0.927787701	Allo	P	Allo	12	0.431146346	1.868124133	0.856539071
B	D2	0.496641355	3	AM	BOTTOM	D2	D02	38	3.78434434	3.8	0.027565982	320	8154	2	D	AM	0.962237432	Allo	P	Allo	12	0.465596077	1.937489543	0.924978803
B	D3	0.438226377	5	AM	BOTTOM	D3	D03	519	2.496647417	3.262505243	0.023691649	489	5773	3	D	AM	0.921909933	Allo	R	Allo	20	0.483683556	2.103729902	0.86099371
B	D3	0.438226377	1	AM	BOTTOM	D3	D03	39	3.581240909	3.8	0.031659729	101	7908	3	D	AM	0.987389187	Allo	R	Allo	20	0.54916281	2.25314869	0.977551789
B	D3	0.438226377	2	AM	BOTTOM	D3	D03	39	3.649476462	3.8	0.021763085	147	8193	3	D	AM	0.982374101	Allo	R	Allo	20	0.544147724	2.241704636	0.968624552
B	D3	0.438226377	4	AM	BOTTOM	D3	D03	231	2.514318637	3.267736804	0.023031711	682	7046	3	D	AM	0.911749482	Allo	R	Allo	20	0.473523105	2.080544509	0.842907331
B	D3	0.438226377	3	AM	BOTTOM	D3	D03	39	3.63257981	3.8	0.030204714	139	7681	3	D	AM	0.982225064	Allo	R	Allo	20	0.543998687	2.241364545	0.968359255
B	D4	0.712188612	2	AM	BOTTOM	D4	D04	40	3.3324752	3.8	0.012816113	338	21453	4	D	AM	0.984489009	LM	P	LM	4	0.272300397	1.382343094	0.946107099
B	D4	0.712188612	3	AM	BOTTOM	D4	D04	40	3.61805855	3.8	0.016239688	407	17073	4	D	AM	0.976716247	LM	P	LM	4	0.264527635	1.371429184	0.919100655
B	D4	0.712188612	5	AM	BOTTOM	D4	D04	520	3.120188921	3.8	0.009980225	566	21114	4	D	AM	0.973892989	LM	P	LM	4	0.261704377	1.367464984	0.909291251
B	D4	0.712188612	4	AM	BOTTOM	D4	D04	232	3.118966292	3.8	0.010643217	932	18878	4	D	AM	0.952953054	LM	P	LM	4	0.240764442	1.338062752	0.836535495
B	D4	0.712188612	1	AM	BOTTOM	D4	D04	40	3.345072969	3.8	0.012831083	267	23951	4	D	AM	0.988975142	LM	P	LM	4	0.27678653	1.388642174	0.961694158
B	D5	0.461904241	3	AM	BOTTOM	D5	D05	41	3.654770724	3.756587192	0.033274227	100	6255	5	D	AM	0.984264359	LM	R	LM	12	0.522360117	2.130884003	0.970756801
B	D5	0.461904241	4	AM	BOTTOM	D5	D05	233	3.643904619	3.8	0.026107527	1800	9622	5	D	AM	0.842409385	LM	R	LM	12	0.380505144	1.823774952	0.707132769
B	D5	0.461904241	1	AM	BOTTOM	D5	D05	41	3.781705203	3.8	0.03178234	218	10279	5	D	AM	0.979232162	LM	R	LM	12	0.51732792	2.119989543	0.961404939
B	D5	0.461904241	5	AM	BOTTOM	D5	D05	521	3.041521186	3.8	0.029459989	1842	8109	5	D	AM	0.814892976	LM	R	LM	12	0.352988734	1.764203275	0.655996128
B	D5	0.461904241	2	AM	BOTTOM	D5	D05	41	3.320673323	3.8	0.028564749	1210	8767	5	D	AM	0.878721058	LM	R	LM	12	0.416816817	1.90238794	0.774614574
B	D6	0.672073215	1	AM	BOTTOM	D6	D06	42	3.551807542	3.8	0.014877273	1540	19088	6	D	AM	0.925344192	LM	P	LM	20	0.253270977	1.376850277	0.772340013
B	D6	0.672073215	4	AM	BOTTOM	D6	D06	234	3.105989223	3.786944287	0.01285508	1033	12553	6	D	AM	0.923965847	LM	P	LM	20	0.251892632	1.374799392	0.768136803
B	D6	0.672073215	2	AM	BOTTOM	D6	D06	42	3.560398632	3.8	0.015031018	850	18831	6	D	AM	0.956811138	LM	P	LM	20	0.284737923	1.423670988	0.868297241
B	D6	0.672073215	5	AM	BOTTOM	D6	D06	522	3.145603592	3.8	0.013019853	792	15366	6	D	AM	0.950984033	LM	P	LM	20	0.278910818	1.415000645	0.850527711
B	D6	0.672073215	3	AM	BOTTOM	D6	D06	42	3.554190725	3.8	0.016574207	795	15815	6	D	AM	0.952137267	LM	P	LM	20	0.280064052	1.41671658	0.854044453
B	D7	0.757647059	4	AM	BOTTOM	D7	D07	235	3.077494819	3.8	0.01164651	619	19253	7	D	AM	0.968850644	Para	R	Para	4	0.211203585	1.278762496	0.871471104
B	D7	0.757647059	5	AM	BOTTOM	D7	D07	523	3.08720113	3.8	0.011580188	396	19004	7	D	AM	0.979587629	Para	R	Para	4	0.22194057	1.292933982	0.915774197
B	D7	0.757647059	3	AM	BOTTOM	D7	D07	43	3.39766963	3.767708641	0.01510153	587	17238	7	D	AM	0.967068724	Para	R	Para	4	0.209421665	1.276410583	0.86411852
B	D7	0.757647059	2	AM	BOTTOM	D7	D07	43	3.324667628	3.8	0.013464356	386	19417	7	D	AM	0.980508004	Para	R	Para	4	0.222860945	1.294148763	0.91957186
B	D7	0.757647059	1	AM	BOTTOM	D7	D07	43	3.519554274	3.8	0.012942887	488	20942	7	D	AM	0.977228185	Para	R	Para	4	0.219581126	1.289819809	0.906038627
B	D8	0.55854694	2	AM	BOTTOM	D8	D08	44	3.569309047	3.8	0.023134046	537	10632	8	D	AM	0.951920494	Para	P	Para	12	0.393373555	1.704280208	0.891088068
B	D8	0.55854694	4	AM	BOTTOM	D8	D08	236	3.098013447	3.8	0.016834785	1053	8991	8	D	AM	0.89516129	Para	P	Para	12	0.336614351	1.602660809	0.76251448
B	D8	0.55854694	3	AM	BOTTOM	D8	D08	44	3.478226414	3.8	0.021403182	661	11864	8	D	AM	0.947225549	Para	P	Para	12	0.388678609	1.695874566	0.880452859
B	D8	0.55854694	5	AM	BOTTOM	D8	D08	524	3.104614083	3.8	0.012013097	774	7685	8	D	AM	0.908499823	Para	P	Para	12	0.349952883	1.626541582	0.792729544
B	D8	0.55854694	1	AM	BOTTOM	D8	D08	44	3.37330296	3.8	0.037962327	515	7382	8	D	AM	0.934785362	Para	P	Para	12	0.376238422	1.673602154	0.852272768
B	D9	0.722142642	3	AM	BOTTOM	D9	D09	45	3.257502696	3.8	0.010412869	386	26586	9	D	AM	0.985688863	Para	R	Para	20	0.263546221	1.364950365	0.948494661
B	D9	0.722142642	4	AM	BOTTOM	D9	D09	237	3.389583856	3.8	0.009861527	460	26312	9	D	AM	0.982817869	Para	R	Para	20	0.260675228	1.360974706	0.938162046
B	D9	0.722142642	2	AM	BOTTOM	D9	D09	45	3.371297528	3.8	0.011614322	355	23992	9	D	AM	0.985419148	Para	R	Para	20	0.263276506	1.364576873	0.947523967
B	D9	0.722142642	5	AM	BOTTOM	D9	D09	525	3.089728176	3.8	0.010571055	356	22746	9	D	AM	0.984590079	Para	R	Para	20	0.262447437	1.363428805	0.944540172
B	D9	0.722142642	1	AM	BOTTOM	D9	D09	45	3.311950881	3.8	0.010197444	415	27078	9	D	AM	0.984905249	Para	R	Para	20	0.262762607	1.363865242	0.945674459
B	E1	0.591194969	3	AM	BOTTOM	E1	E01	49	3.679718296	3.8	0.03507436	249	5650	1	E	AM	0.957789456	Allo	P	Allo	5	0.366594487	1.620090675	0.896746515
B	E1	0.591194969	4	AM	BOTTOM	E1	E01	241	2.550274311	3.284366121	0.027962771	643	3082	1	E	AM	0.82738255	Allo	P	Allo	5	0.236187582	1.399508782	0.577751162
B	E1	0.591194969	1	AM	BOTTOM	E1	E01	49	3.738648856	3.8	0.028720841	472	6510	1	E	AM	0.932397594	Allo	P	Allo	5	0.341202625	1.577140611	0.834634114
B	E1	0.591194969	2	AM	BOTTOM	E1	E01	49	3.682811479	3.8	0.030226777	405	6591	1	E	AM	0.942109777	Allo	P	Allo	5	0.350914808	1.593568665	0.858391608
B	E1	0.591194969	5	AM	BOTTOM	E1	E01	529	2.536430625	3.281911572	0.026844896	601	3133	1	E	AM	0.839046599	Allo	P	Allo	5	0.24785163	1.419238396	0.606283219
B	E10	0.633147931	4	AM	BOTTOM	E10	E10	250	2.717566948	3.271646177	0.013188172	638	18594	10	E	AM	0.966826123	Sym	R	Sym	5	0.333678192	1.527014581	0.909571515
B	E10	0.633147931	5	AM	BOTTOM	E10	E10	538	2.837801008	3.8	0.020022954	206	13569	10	E	AM	0.985045372	Sym	R	Sym	5	0.351897441	1.55579024	0.959235263
B	E10	0.633147931	1	AM	BOTTOM	E10	E10	58	3.663359001	3.8	0.015532242	170	20023	10	E	AM	0.991581241	Sym	R	Sym	5	0.35843331	1.566113055	0.977051352
B	E10	0.633147931	3	AM	BOTTOM	E10	E10	58	3.412715679	3.8	0.014928802	160	20286	10	E	AM	0.992174508	Sym	R	Sym	5	0.359026577	1.567050067	0.978668536
B	E10	0.633147931	2	AM	BOTTOM	E10	E10	58	3.39218689	3.8	0.014928802	196	19845	10	E	AM	0.990220049	Sym	R	Sym	5	0.357072118	1.563963175	0.973340886
B	E11	0.524206476	2	AM	BOTTOM	E11	E11	59	3.799948864	3.8	0.022866536	23	10432	11	E	AM	0.997800096	Sym	P	Sym	13	0.473593619	1.903448623	0.995376347
B	E11	0.524206476	4	AM	BOTTOM	E11	E11	251	2.96066211	3.8	0.017237688	504	13419	11	E	AM	0.963800905	Sym	P	Sym	13	0.439594429	1.838590228	0.923918479
B	E11	0.524206476	1	AM	BOTTOM	E11	E11	59	3.404686344	3.584557633	0.023564708	257	11695	11	E	AM	0.978497323	Sym	P	Sym	13	0.454290846	1.866625779	0.954806704
B	E11	0.524206476	5	AM	BOTTOM	E11	E11	539	3.097554251	3.8	0.01814238	337	10365	11	E	AM	0.968510559	Sym	P	Sym	13	0.444304082	1.847574577	0.933817003
B	E11	0.524206476	3	AM	BOTTOM	E11	E11	59	3.799941612	3.8	0.025416233	12	8983	11	E	AM	0.998665926	Sym	P	Sym	13	0.474459449	1.905100319	0.997196106
B	E12	0.517219044	1	AM	BOTTOM	E12	E12	60	3.493475306	3.8	0.022580645	156	9505	12	E	AM	0.983852603	Sym	R	Sym	21	0.46663356	1.902197175	0.966553368
B	E12	0.517219044	2	AM	BOTTOM	E12	E12	60	3.799933558	3.8	0.024862071	42	6775	12	E	AM	0.993838932	Sym	R	Sym	21	0.476619889	1.921504911	0.987238378
B	E12	0.517219044	3	AM	BOTTOM	E12	E12	60	3.799926459	3.8	0.024685749	70	6333	12	E	AM	0.989067625	Sym	R	Sym	21	0.471848581	1.912279985	0.977355413
B	E12	0.517219044	5	AM	BOTTOM	E12	E12	540	2.65922956	3.264148442	0.018554079	445	7626	12	E	AM	0.944864329	Sym	R	Sym	21	0.427645286	1.826816589	0.88579568
B	E12	0.517219044	4	AM	BOTTOM	E12	E12	252	2.512724882	3.264239992	0.016851998	688	8473	12	E	AM	0.924899028	Sym	R	Sym	21	0.407679985	1.788215341	0.844440899
B	E2	0.735722181	2	AM	BOTTOM	E2	E02	50	3.365265149	3.8	0.015896039	161	19185	2	E	AM	0.991677866	Allo	R	Allo	13	0.255955685	1.347897197	0.968509904
B	E2	0.735722181	4	AM	BOTTOM	E2	E02	242	2.460814811	3.266232995	0.012540356	737	15978	2	E	AM	0.955907867	Allo	R	Allo	13	0.220185686	1.299278303	0.833159918
B	E2	0.735722181	3	AM	BOTTOM	E2	E02	50	3.799937282	3.8	0.017351036	27	18262	2	E	AM	0.998523703	Allo	R	Allo	13	0.262801521	1.357202118	0.994413844
B	E2	0.735722181	5	AM	BOTTOM	E2	E02	530	2.636561523	3.271680831	0.014560685	749	16584	2	E	AM	0.956787631	Allo	R	Allo	13	0.221065449	1.300474085	0.836488852
B	E2	0.735722181	1	AM	BOTTOM	E2	E02	50	3.703643428	3.8	0.016155125	34	20178	2	E	AM	0.998317831	Allo	R	Allo	13	0.26259565	1.356922295	0.993634846
B	E3	0.577756774	2	AM	BOTTOM	E3	E03	51	3.616093225	3.8	0.024705941	591	9643	3	E	AM	0.942251319	Allo	P	Allo	21	0.364494545	1.630878878	0.863233612
B	E3	0.577756774	5	AM	BOTTOM	E3	E03	531	3.006503522	3.280436512	0.023937844	518	5762	3	E	AM	0.917515924	Allo	P	Allo	21	0.33975915	1.58806606	0.804652695
B	E3	0.577756774	4	AM	BOTTOM	E3	E03	243	2.617325631	3.8	0.02587941	648	5437	3	E	AM	0.893508628	Allo	P	Allo	21	0.315751854	1.546513461	0.747796138
B	E3	0.577756774	1	AM	BOTTOM	E3	E03	51	3.598806012	3.8	0.018275784	797	14686	3	E	AM	0.948524188	Allo	P	Allo	21	0.370767414	1.641736161	0.878089667
B	E3	0.577756774	3	AM	BOTTOM	E3	E03	51	3.649320217	3.8	0.0255708	368	9985	3	E	AM	0.964454747	Allo	P	Allo	21	0.386697974	1.669309286	0.915818063
B	E4	0.584955752	4	AM	BOTTOM	E4	E04	244	2.558320706	3.260592921	0.027148256	749	8092	4	E	AM	0.915281077	LM	R	LM	5	0.330325325	1.564701387	0.79587978
B	E4	0.584955752	1	AM	BOTTOM	E4	E04	52	3.305049271	3.8	0.019912177	218	14363	4	E	AM	0.985049036	LM	R	LM	5	0.400093284	1.683971878	0.963977422
B	E4	0.584955752	5	AM	BOTTOM	E4	E04	532	3.063313434	3.270738879	0.029953917	258	7387	4	E	AM	0.966252453	LM	R	LM	5	0.3812967	1.651838535	0.918689278
B	E4	0.584955752	2	AM	BOTTOM	E4	E04	52	3.284533815	3.8	0.021025575	453	13039	4	E	AM	0.966424548	LM	R	LM	5	0.381468796	1.652132737	0.919103921
B	E4	0.584955752	3	AM	BOTTOM	E4	E04	52	3.42233057	3.8	2.584152972	4	64	4	E	AM	0.941176471	LM	R	LM	5	0.356220718	1.608970366	0.858271667
B	E5	0.698651322	2	AM	BOTTOM	E5	E05	53	3.507168576	3.8	0.014740902	326	16662	5	E	AM	0.980809984	P3P	P	LM	13	0.282158662	1.403861917	0.93631956
B	E5	0.698651322	5	AM	BOTTOM	E5	E05	533	3.374861634	3.8	0.014921295	355	13715	5	E	AM	0.974769012	P3P	P	LM	13	0.27611769	1.395215298	0.916273109
B	E5	0.698651322	3	AM	BOTTOM	E5	E05	53	3.312091359	3.8	0.017497342	293	14879	5	E	AM	0.98068811	P3P	P	LM	13	0.282036788	1.403687475	0.935915132
B	E5	0.698651322	1	AM	BOTTOM	E5	E05	53	3.504676263	3.8	0.01476358	435	17182	5	E	AM	0.975307941	P3P	P	LM	13	0.276656619	1.395986683	0.9180615
B	E5	0.698651322	4	AM	BOTTOM	E5	E05	245	3.104810035	3.8	0.014022323	524	13190	5	E	AM	0.961790871	P3P	P	LM	13	0.263139549	1.376639306	0.873206249
B	E6	0.499112787	2	AM	BOTTOM	E6	E06	54	3.79995621	3.8	0.027391353	56	10845	6	E	AM	0.994862857	LM	R	LM	21	0.49575007	1.99326261	0.989743912
B	E6	0.499112787	3	AM	BOTTOM	E6	E06	54	3.479734882	3.8	0.082529712	11	4547	6	E	AM	0.997586661	LM	R	LM	21	0.498473874	1.998719902	0.995181871
B	E6	0.499112787	4	AM	BOTTOM	E6	E06	246	2.539548218	3.259053946	0.025646196	335	7209	6	E	AM	0.955593849	LM	R	LM	21	0.456481062	1.914584988	0.911345011
B	E6	0.499112787	1	AM	BOTTOM	E6	E06	54	3.76000188	3.8	0.028123743	214	10047	6	E	AM	0.979144333	LM	R	LM	21	0.480031546	1.961769681	0.958362548
B	E6	0.499112787	5	AM	BOTTOM	E6	E06	534	2.56897444	3.2614637	0.018584441	567	7523	6	E	AM	0.929913473	LM	R	LM	21	0.430800686	1.863132939	0.860075233
B	E7	0.709894697	4	AM	BOTTOM	E7	E07	247	3.044946164	3.647750919	0.014428205	1029	15032	7	E	AM	0.93593176	Para	P	Para	5	0.226037063	1.318409286	0.779155227
B	E7	0.709894697	3	AM	BOTTOM	E7	E07	55	3.441703047	3.8	0.026735921	469	11398	7	E	AM	0.960478638	Para	P	Para	5	0.250583941	1.352987482	0.86376891
B	E7	0.709894697	5	AM	BOTTOM	E7	E07	535	3.054792716	3.8	0.012343778	483	16236	7	E	AM	0.971110712	Para	P	Para	5	0.261216015	1.367964455	0.900417926
B	E7	0.709894697	2	AM	BOTTOM	E7	E07	55	3.501104822	3.8	0.013175867	904	21305	7	E	AM	0.959295781	Para	P	Para	5	0.249401084	1.351321238	0.859691572
B	E7	0.709894697	1	AM	BOTTOM	E7	E07	55	3.566585182	3.8	0.015610373	884	18833	7	E	AM	0.955165593	Para	P	Para	5	0.245270896	1.34550321	0.845454715
B	E8	0.725776154	5	AM	BOTTOM	E8	E08	536	3.128650329	3.8	0.009921253	482	22350	8	E	AM	0.978889278	Para	R	Para	13	0.253113125	1.348748197	0.923016462
B	E8	0.725776154	2	AM	BOTTOM	E8	E08	56	3.385092463	3.8	0.010997885	538	26075	8	E	AM	0.979784316	Para	R	Para	13	0.254008162	1.349981411	0.926280357
B	E8	0.725776154	1	AM	BOTTOM	E8	E08	56	3.38446067	3.8	0.010800691	1067	27368	8	E	AM	0.962475822	Para	R	Para	13	0.236699668	1.326133157	0.863162236
